headline,date_time,link,full_text,location,word_count_before,word_count_after,preprocessed_body,page_no,Class,Unnamed: 10
"Clashes break out in central Hebron """,5/17/21 18:05,https://english.wafa.ps/Pages/Details/124541,"
HEBRON, Monday, May 17, 2021 (WAFA) – Clashes broke out today between Palestinians and Israeli forces in Bab al-Zawyeh area in central Hebron city, in the southern West Bank, according to WAFA correspondent.
WAFA correspondent said Israeli soldiers stationed at the military checkpoint at the entrance to Shuhada Street clashed with Palestinian protesters and fired stun grenades towards protesters and nearby commercial shops, which forced owners to close their shops.
No injuries were reported.
T.R.
",HEBRON,72,44,"['clash', 'broke', 'today', 'palestinian', 'isra', 'forc', 'bab', 'al-zawyeh', 'area', 'central', 'hebron', 'citi', 'southern', 'west', 'bank', 'accord', 'wafa', 'correspond', 'wafa', 'correspond', 'isra', 'soldier', 'station', 'militari', 'checkpoint', 'entranc', 'shuhada', 'street', 'clash', 'palestinian', 'protest', 'stun', 'grenad', 'protest', 'nearbi', 'commerci', 'shop', 'forc', 'owner', 'close', 'shop', 'injuri', 'report', 't.r']",124541,1.0,
"Casualties of Israeli onslaught on Gaza evacuated to Egypt""",5/17/21 17:51,https://english.wafa.ps/Pages/Details/124540,"
ARISH, Monday, May 17, 2021 (WAFA) – More Palestinians wounded in the ongoing Israeli onslaught on Gaza were evacuated to Egypt on Monday for treatment, according to a diplomat.
Palestinian ambassador to Egypt Diab Al-Louh, who also serves as the Palestinian Envoy to the Arab League, said that the casualties of the Israeli bombardment of Gaza started to flow to the Egyptian hospitals via Rafah border crossing in line with President Mahmoud Abbas’ instructions. 
He added that Egyptian medical staff were deployed on the Egyptian side of the crossing, prepared to provide treatment to the injured before referring the latter to the designated hospitals.
He pointed that work is underway to evacuate the remaining casualties as the death toll in Gaza continued to climb on the eighth consecutive day of relentless ground and aerial bombardment of Gaza that marks the largest conflagration since the 2014 Israeli onslaught on the strip. 
The Palestinian Health Ministry said the overall death toll since the latest onslaught began reached 200, including 59 children and 35 women, and wounded some 1300 others.
K.F. 
",ARISH,176,95,"['palestinian', 'wound', 'ongo', 'isra', 'onslaught', 'gaza', 'evacu', 'egypt', 'monday', 'treatment', 'accord', 'diplomat', 'palestinian', 'ambassador', 'egypt', 'diab', 'al-louh', 'serv', 'palestinian', 'envoy', 'arab', 'leagu', 'casualti', 'isra', 'bombard', 'gaza', 'start', 'flow', 'egyptian', 'hospit', 'rafah', 'border', 'cross', 'line', 'presid', 'mahmoud', 'abba', 'instruct', 'ad', 'egyptian', 'medic', 'staff', 'deploy', 'egyptian', 'cross', 'prepar', 'provid', 'treatment', 'injur', 'befor', 'refer', 'design', 'hospit', 'point', 'work', 'underway', 'evacu', 'remain', 'casualti', 'death', 'toll', 'gaza', 'continu', 'climb', 'eighth', 'consecut', 'day', 'relentless', 'ground', 'aerial', 'bombard', 'gaza', 'mark', 'largest', 'conflagr', 'sinc', 'isra', 'onslaught', 'strip', 'palestinian', 'health', 'ministri', 'overal', 'death', 'toll', 'sinc', 'latest', 'onslaught', 'began', 'reach', 'includ', 'children', 'women', 'wound', 'k.f']",124540,1.0,
"Two Palestinians succumb to wounds sustained in Israeli airstrikes on Gaza city """,5/17/21 17:13,https://english.wafa.ps/Pages/Details/124539,"
GAZA, Monday, May 17, 2021 (WAFA) – Two Palestinians who were injured in the brutal airstrikes that targeted Deir a-Balah city, in central Gaza, succumbed to their critical wounds, said sources.
Israeli warplanes today shelled a group of Palestinian civilians near al-Aqsa Martyrs hospital in Deir al-Balah, seriously injuring two people. They succumbed to their wounds a few hours later.
T.R.
",GAZA,59,34,"['palestinian', 'injur', 'brutal', 'airstrik', 'target', 'deir', 'a-balah', 'citi', 'central', 'gaza', 'succumb', 'critic', 'wound', 'sourc', 'isra', 'warplan', 'today', 'shell', 'group', 'palestinian', 'civilian', 'near', 'al-aqsa', 'martyr', 'hospit', 'deir', 'al-balah', 'injur', 'peopl', 'succumb', 'wound', 'hour', 'later', 't.r']",124539,1.0,
"Israeli warplanes bomb Gaza's main power lines""",5/17/21 17:11,https://english.wafa.ps/Pages/Details/124538,"
GAZA, Monday, May 17, 2021 (WAFA) –  Israeli warplanes destroyed the main power lines supplying energy to the people of the Gaza Strip, leaving homes and service establishments without electricity.
The Electricity Distribution Company said in a press conference held Monday in the Shifa Medical Complex, west of Gaza City that a 'great destruction affected a wide sector of the components of the electricity distribution network as a result of the Israeli aggression, causing losses of millions of dollars. There are five main transmission lines that have been disrupted since the beginning of the aggression and carry an estimated capacity of 60 megawatts. The remaining lines are constantly disrupted and out of service due to targeting and destroying many places. ""
It stressed that the amount of available electricity from various sources amounted to approximately 107 megawatts, and the demand for energy exceeded 400 megawatts.
The company warned against stopping the power station due to the closure of the Karam Abu Salem crossing in the southeast of the Strip and the failure to allow the entry of fuel shipments needed to operate it, explaining that it had purchased a quantity of fuel from the local market to prolong the operation period by two or three days in order to obtain electricity.
Medical sources reported that the total number of Palestinians killed during the Israeli aggression has reached 200, including 59 children and 35 women, and that the number of injuries has risen to more than 1,300, among whom dozens are in severely wounded.
K.T./ K.F. 
",GAZA,251,131,"['isra', 'warplan', 'destroy', 'main', 'power', 'line', 'suppli', 'energi', 'peopl', 'gaza', 'strip', 'leav', 'home', 'servic', 'establish', 'electr', 'electr', 'distribut', 'compani', 'press', 'confer', 'held', 'monday', 'shifa', 'medic', 'complex', 'west', 'gaza', 'citi', 'great', 'destruct', 'affect', 'wide', 'sector', 'compon', 'electr', 'distribut', 'network', 'result', 'isra', 'aggress', 'caus', 'loss', 'million', 'dollar', 'main', 'transmiss', 'line', 'disrupt', 'sinc', 'begin', 'aggress', 'carri', 'estim', 'capac', 'megawatt', 'remain', 'line', 'constant', 'disrupt', 'servic', 'target', 'destroy', 'mani', 'places.', '``', 'stress', 'avail', 'electr', 'various', 'sourc', 'approxim', 'megawatt', 'demand', 'energi', 'exceed', 'megawatt', 'compani', 'warn', 'stop', 'power', 'station', 'closur', 'karam', 'abu', 'salem', 'cross', 'southeast', 'strip', 'failur', 'allow', 'entri', 'fuel', 'shipment', 'need', 'oper', 'explain', 'purchas', 'quantiti', 'fuel', 'local', 'market', 'prolong', 'oper', 'period', 'day', 'order', 'obtain', 'electr', 'medic', 'sourc', 'report', 'total', 'number', 'palestinian', 'kill', 'dure', 'isra', 'aggress', 'reach', 'includ', 'children', 'women', 'number', 'injuri', 'risen', 'dozen', 'sever', 'wound', 'k.t./', 'k.f']",124538,1.0,
"Israeli settlers assault Palestinians near Jericho""",5/17/21 17:07,https://english.wafa.ps/Pages/Details/124537,"
JERUCHO, Monday, May 17, 2021 (WAFA) – Israeli settlers Monday assaulted Palestinians from the village of al-Zubeidat, north of the occupied West Bank city of Jericho, according to sources.
Local sources told WAFA that the settlers attacked two people, including a doctor, and a girl, beating them.
They added that the settlers' did so under the protection of Israeli forces, who stopped a number of citizens' cars and inspected their IDs.
Settler violence against Palestinians and their property is routine in the West Bank and is rarely prosecuted by Israeli authorities.
Settlers‘ violence includes property and mosque arsons, stone-throwing, uprooting of crops and olive trees, attacks on vulnerable homes, among others.
There are over 700,000 Israeli settlers living in colonial settlements in the West Bank and East Jerusalem.
K.T./ K.F. 
",JERUCHO,125,74,"['isra', 'settler', 'monday', 'assault', 'palestinian', 'villag', 'al-zubeidat', 'north', 'occupi', 'west', 'bank', 'citi', 'jericho', 'accord', 'sourc', 'local', 'sourc', 'told', 'wafa', 'settler', 'attack', 'peopl', 'includ', 'doctor', 'girl', 'beat', 'ad', 'settler', 'did', 'protect', 'isra', 'forc', 'stop', 'number', 'citizen', 'car', 'inspect', 'id', 'settler', 'violenc', 'palestinian', 'properti', 'routin', 'west', 'bank', 'rare', 'prosecut', 'isra', 'author', 'settler', 'violenc', 'includ', 'properti', 'mosqu', 'arson', 'stone-throw', 'uproot', 'crop', 'oliv', 'tree', 'attack', 'vulner', 'home', 'isra', 'settler', 'live', 'coloni', 'settlement', 'west', 'bank', 'east', 'jerusalem', 'k.t./', 'k.f']",124537,0.0,
"Palestinians declare general strike in protest of Gaza onslaught, Jerusalem expulsions""",5/17/21 15:57,https://english.wafa.ps/Pages/Details/124535,"
RAMALLAH, Monday, May 17, 2021 (WAFA) – The Palestinian people called for a general strike on Tuesday in protest of the ongoing Israeli onslaught on Gaza, forced expulsions from Jerusalem, and settler mob violence. 
Businesses, schools, universities and offices in the occupied territories will close as Fatah Central Committee called on people to take part in the strike in protest of the Israeli aggression on Gaza, which have killed 200 Palestinians, including 59 children and 35 women, and wounded some 1300 others, as well as against the Israeli military occupation, settler mob violence.
The committee issued a statement backing the strike and calling the world to confront the Israeli occupation authorities’ attempts to “ignite a religious conflict” through forced expulsions in Jerusalem, while stressing that there would be “neither security, nor peace, nor stability without having Jerusalem as the capital of the independent Palestinian state”.
The Lawyers Syndicate, the General Union of Teachers, and the Higher Committee of the Public Transportation, among other public unions and syndicates, issued calls backing the strike. 
The call for the strike has been supported by the Palestinian prisoners’ movement, popular movements, and political parties, as well as by the Arab High Follow-up Committee, which called the approximately 1.6 million Palestinian citizens of Israel to observe the strike.
Palestinians in the occupied territories, throughout Israel and worldwide are expected to take part in peaceful protests in condemnation of the Israeli aggression.
K.F.
",RAMALLAH,233,115,"['palestinian', 'peopl', 'general', 'strike', 'tuesday', 'protest', 'ongo', 'isra', 'onslaught', 'gaza', 'forc', 'expuls', 'jerusalem', 'settler', 'mob', 'violenc', 'busi', 'school', 'univers', 'offic', 'occupi', 'territori', 'close', 'fatah', 'central', 'committe', 'peopl', 'strike', 'protest', 'isra', 'aggress', 'gaza', 'kill', 'palestinian', 'includ', 'children', 'women', 'wound', 'isra', 'militari', 'occup', 'settler', 'mob', 'violenc', 'committe', 'issu', 'statement', 'strike', 'world', 'confront', 'isra', 'occup', 'author', 'attempt', 'ignit', 'religi', 'conflict', 'forc', 'expuls', 'jerusalem', 'stress', 'secur', 'peac', 'stabil', 'jerusalem', 'capit', 'independ', 'palestinian', 'state', 'lawyer', 'syndic', 'general', 'union', 'teacher', 'higher', 'committe', 'public', 'transport', 'public', 'union', 'syndic', 'issu', 'strike', 'strike', 'support', 'palestinian', 'prison', 'movement', 'popular', 'movement', 'polit', 'parti', 'arab', 'high', 'follow-up', 'committe', 'approxim', 'million', 'palestinian', 'citizen', 'israel', 'observ', 'strike', 'palestinian', 'occupi', 'territori', 'israel', 'worldwid', 'expect', 'peac', 'protest', 'condemn', 'isra', 'aggress', 'k.f']",124535,1.0,
"Four Palestinians killed, others wounded Israeli airstrikes on Gaza""",5/17/21 14:16,https://english.wafa.ps/Pages/Details/124531,"
GAZA, Monday, May 17, 2021 (WAFA) – Four Palestinians were killed and a number of others were wounded in fresh Israeli airstrikes on the besieged Gaza Strip, according to WAFA correspondent.
He said that Israeli warplanes targeted a vehicle with a missile near the seaport, west of Gaza city, killing three Palestinians, including two who were in the vicinity.  
The warplanes also pounded several civilian houses in Beit Lahia and Jabalya towns in the northern besieged enclave, killing one and injuring a number of others, mostly children and women. 
The casualties were rushed to the Indonesian Hospital. 
The Palestinian Health Ministry said the overall death toll since the latest onslaught began reached 198, including 58 children and 35 women. At least 1,300 people have been wounded.
The Israeli military has carried out hundreds of airstrikes on the coastal enclave, targeting what it alleged as military sites. However, the bombardment targeted and leveled multistory residential buildings, towers, houses, government institutions, media outlet offices, banks in addition to roads and other infrastructure across the strip.    
Two million Palestinians live the Gaza Strip, which has been subjected to a punishing and crippling Israeli blockade for 12 years and repeated onslaughts that have heavily damaged much of the enclave’s infrastructure.
Gaza’s 2-million population remains under “remote control” occupation and a strict siege, which has destroyed the local economy, strangled Palestinian livelihoods, plunged them into unprecedented rates of unemployment and poverty, and cut off from the rest of the occupied Palestinian territories and the wider world.
Gaza remains occupied territory, having no control over its borders, territorial waters or airspace. Meanwhile, Israel upholds very few of its responsibilities as the occupying power, failing to provide for the basic needs of Palestinian civilians living in the territory.
Every two in three Palestinians in Gaza is a refugee from lands inside what is now Israel. That government forbids them from exercising their right to return as enshrined in international law because they are not Jews.
K.F.
",GAZA,323,180,"['palestinian', 'kill', 'number', 'wound', 'fresh', 'isra', 'airstrik', 'besieg', 'gaza', 'strip', 'accord', 'wafa', 'correspond', 'isra', 'warplan', 'target', 'vehicl', 'missil', 'near', 'seaport', 'west', 'gaza', 'citi', 'kill', 'palestinian', 'includ', 'vicin', 'warplan', 'pound', 'sever', 'civilian', 'hous', 'beit', 'lahia', 'jabalya', 'town', 'northern', 'besieg', 'enclav', 'kill', 'injur', 'number', 'children', 'women', 'casualti', 'rush', 'indonesian', 'hospit', 'palestinian', 'health', 'ministri', 'overal', 'death', 'toll', 'sinc', 'latest', 'onslaught', 'began', 'reach', 'includ', 'children', 'women', 'peopl', 'wound', 'isra', 'militari', 'carri', 'hundr', 'airstrik', 'coastal', 'enclav', 'target', 'alleg', 'militari', 'site', 'howev', 'bombard', 'target', 'level', 'multistori', 'residenti', 'build', 'tower', 'hous', 'govern', 'institut', 'media', 'outlet', 'offic', 'bank', 'addit', 'road', 'infrastructur', 'strip', 'million', 'palestinian', 'live', 'gaza', 'strip', 'subject', 'punish', 'crippl', 'isra', 'blockad', 'year', 'repeat', 'onslaught', 'heavili', 'damag', 'enclav', 'infrastructur', 'gaza', '-million', 'popul', 'remain', 'remot', 'control', 'occup', 'strict', 'sieg', 'destroy', 'local', 'economi', 'strangl', 'palestinian', 'livelihood', 'plung', 'unpreced', 'rate', 'unemploy', 'poverti', 'cut', 'rest', 'occupi', 'palestinian', 'territori', 'wider', 'world', 'gaza', 'remain', 'occupi', 'territori', 'control', 'border', 'territori', 'water', 'airspac', 'meanwhil', 'israel', 'uphold', 'veri', 'respons', 'occupi', 'power', 'fail', 'provid', 'basic', 'need', 'palestinian', 'civilian', 'live', 'territori', 'everi', 'palestinian', 'gaza', 'refuge', 'land', 'insid', 'israel', 'govern', 'forbid', 'exercis', 'right', 'return', 'enshrin', 'intern', 'law', 'becaus', 'jew', 'k.f']",124531,1.0,
"Israeli settlers storm cemetery near Jerusalem's""",5/17/21 12:57,https://english.wafa.ps/Pages/Details/124527,"
JERUSALEM, Monday, May 17, 2021 (WAFA) – Dozens of settlers stormed this morning the Bab al-Rahma cemetery, adjacent to the Al-Aqsa Mosque, and Al-Ghazali Square near Bab Al-Asbat, and performed Talmudic rituals.
Eyewitnesses said that the settlers broke into the Bab al-Rahma cemetery, and performed Talmudic rituals at the gate, in the middle of the cemetery, on the wall of the Al-Aqsa Mosque, and performed Talmudic dances in Imam Al-Ghazali Square in front of Bab al-Asbat, one of the gates of Al-Aqsa, before storming the cemetery.
The settlers' dances and raid of the  cemetery and the vicinity of the Bab al-Asbat came after they failed to storm the Al-Aqsa Mosque from the Bab al-Maghariba for the second day in a row.
K.T./ K.F. 
",JERUSALEM,121,65,"['dozen', 'settler', 'storm', 'morn', 'bab', 'al-rahma', 'cemeteri', 'adjac', 'al-aqsa', 'mosqu', 'al-ghazali', 'squar', 'near', 'bab', 'al-asbat', 'perform', 'talmud', 'ritual', 'eyewit', 'settler', 'broke', 'bab', 'al-rahma', 'cemeteri', 'perform', 'talmud', 'ritual', 'gate', 'middl', 'cemeteri', 'wall', 'al-aqsa', 'mosqu', 'perform', 'talmud', 'danc', 'imam', 'al-ghazali', 'squar', 'bab', 'al-asbat', 'gate', 'al-aqsa', 'befor', 'storm', 'cemeteri', 'settler', 'danc', 'raid', 'cemeteri', 'vicin', 'bab', 'al-asbat', 'came', 'fail', 'storm', 'al-aqsa', 'mosqu', 'bab', 'al-maghariba', 'second', 'day', 'row', 'k.t./', 'k.f']",124527,1.0,
"Hundreds suffocate as Israeli forces crackdown on West Bank rallies """,5/17/21 12:53,https://english.wafa.ps/Pages/Details/124526,"
RAMALLAH, Monday, May 17, 2021 (WAFA) – Hundreds of Palestinians Monday overnight suffocated as Israeli forces cracked down on rallies in solidarity with Gaza across the West Bank, according to WAFA correspondent.
In Bethlehem district, Israeli forces violently dispersed protestors who rallied in solidarity with Gaza in Husan village, west of the city, sparking confrontations.
The soldiers opened fire towards the protestors, causing a number to suffocate from the effects of tear gas inhalation.
In the city of Hebron, Israeli troops cracked down on Palestinians who rallied west of the Ibrahimi Mosque in protest of the ongoing onslaught on Gaza and the forced expulsions in the Jerusalem neighborhood of Sheikh Jarrah. Dozens of suffocation cases were reported.
 In Jenin district, Israeli troops forced their way into Zbuba village, west of the city, to suppress a similar rally. Dozens of suffocation cases from tear gas were confirmed.
Similar rallies which saw participants raising the flag of Palestine and black flags and shouting slogans in condemnation of the Israeli attack on Gaza and ethnic cleansing in Sheikh Jarrah were also reported in Qabatiya town, Rummana and Jenin refugee camp.
K.F. 
",RAMALLAH,183,112,"['hundr', 'palestinian', 'monday', 'overnight', 'suffoc', 'isra', 'forc', 'crack', 'ralli', 'solidar', 'gaza', 'west', 'bank', 'accord', 'wafa', 'correspond', 'bethlehem', 'district', 'isra', 'forc', 'violent', 'dispers', 'protestor', 'ralli', 'solidar', 'gaza', 'husan', 'villag', 'west', 'citi', 'spark', 'confront', 'soldier', 'open', 'protestor', 'caus', 'number', 'suffoc', 'effect', 'tear', 'gas', 'inhal', 'citi', 'hebron', 'isra', 'troop', 'crack', 'palestinian', 'ralli', 'west', 'ibrahimi', 'mosqu', 'protest', 'ongo', 'onslaught', 'gaza', 'forc', 'expuls', 'jerusalem', 'neighborhood', 'sheikh', 'jarrah', 'dozen', 'suffoc', 'case', 'report', 'jenin', 'district', 'isra', 'troop', 'forc', 'way', 'zbuba', 'villag', 'west', 'citi', 'suppress', 'similar', 'ralli', 'dozen', 'suffoc', 'case', 'tear', 'gas', 'confirm', 'similar', 'ralli', 'saw', 'particip', 'rais', 'flag', 'palestin', 'black', 'flag', 'shout', 'slogan', 'condemn', 'isra', 'attack', 'gaza', 'ethnic', 'cleans', 'sheikh', 'jarrah', 'report', 'qabatiya', 'town', 'rummana', 'jenin', 'refuge', 'camp', 'k.f']",124526,1.0,
"Casualties confirmed as Israel renews relentless bombardment of Gaza """,5/17/21 10:18,https://english.wafa.ps/Pages/Details/124525,"
GAZA, Monday, May 17, 2021 (WAFA) – The Israeli military Monday continued its relentless bombardment of the besieged Gaza Strip as the onslaught entered its eighth day, according to WAFA correspondent.
He said that the Israeli warplanes renewed their strikes of various locations in Jabalya and Beit Lahia towns in the northern strip, al-Bureij and Nuseirat refugee camps in the central strip and Khan Younes in the south, targeting civilian houses, factories, agricultural land and infrastructure and causing massive material damage.
The heavy artillery shelling targeted a foam products factory on Salah Eddin Street, east of Jabalya, setting it aflame. Palestinian Civil Defense crews rushed to the scene and are battling to extinguish the fire. 
An Israeli drone fired a missile toward two Palestinians walking on a street, east of Deir al-Balah city, in the central strip, wounding them. They were rushed to Shuhada Al-Aqsa Hospital for treatment.
This came as the Israeli military conducted more than 100 airstrikes on various areas along the western part of Gaza city, targeting Ansar compound, al-Maqusi Towers, two houses including a four-storey house near al-Shifa hospital, in addition to streets in al-Rimal, Tel al-Hawa, Sheikh Ajlin and the western part of Zeitoun neighborhoods.
WAFA correspondent confirmed casualties, including women and children, without specifying the numbers. He added that medics faced difficulties reaching scenes of the airstrikes and transporting the wounded because the Israeli military had bombed many roads leading to hospitals.
The bombardment also caused substantial damage to power lines, leading to electricity cuts across large parts of Gaza city. 
The Health Ministry reported on Sunday (last updated 4:00 PM)  that a total of 188 Palestinians were killed, including 55 children and 33 women, and 1,230 others were wounded in the ongoing Israeli onslaught on Gaza. 
K.F. 
",GAZA,290,176,"['isra', 'militari', 'monday', 'continu', 'relentless', 'bombard', 'besieg', 'gaza', 'strip', 'onslaught', 'enter', 'eighth', 'day', 'accord', 'wafa', 'correspond', 'isra', 'warplan', 'renew', 'strike', 'various', 'locat', 'jabalya', 'beit', 'lahia', 'town', 'northern', 'strip', 'al-bureij', 'nuseirat', 'refuge', 'camp', 'central', 'strip', 'khan', 'youn', 'south', 'target', 'civilian', 'hous', 'factori', 'agricultur', 'land', 'infrastructur', 'caus', 'massiv', 'materi', 'damag', 'heavi', 'artilleri', 'shell', 'target', 'foam', 'product', 'factori', 'salah', 'eddin', 'street', 'east', 'jabalya', 'set', 'aflam', 'palestinian', 'civil', 'defens', 'crew', 'rush', 'scene', 'battl', 'extinguish', 'isra', 'drone', 'missil', 'palestinian', 'walk', 'street', 'east', 'deir', 'al-balah', 'citi', 'central', 'strip', 'wound', 'rush', 'shuhada', 'al-aqsa', 'hospit', 'treatment', 'came', 'isra', 'militari', 'conduct', 'airstrik', 'various', 'area', 'western', 'gaza', 'citi', 'target', 'ansar', 'compound', 'al-maqusi', 'tower', 'hous', 'includ', 'four-storey', 'hous', 'near', 'al-shifa', 'hospit', 'addit', 'street', 'al-rim', 'tel', 'al-hawa', 'sheikh', 'ajlin', 'western', 'zeitoun', 'neighborhood', 'wafa', 'correspond', 'confirm', 'casualti', 'includ', 'women', 'children', 'specifi', 'number', 'ad', 'medic', 'face', 'difficulti', 'reach', 'scene', 'airstrik', 'transport', 'wound', 'becaus', 'isra', 'militari', 'bomb', 'mani', 'road', 'lead', 'hospit', 'bombard', 'caus', 'substanti', 'damag', 'power', 'line', 'lead', 'electr', 'cut', 'larg', 'gaza', 'citi', 'health', 'ministri', 'report', 'sunday', 'updat', 'pm', 'total', 'palestinian', 'kill', 'includ', 'children', 'women', 'wound', 'ongo', 'isra', 'onslaught', 'gaza', 'k.f']",124525,1.0,
