headline,date_time,link,full_text
"Israel forces quell Arafat rally in Bethlehem, suffocation cases reported""",11/November/2020 12:50 PM,https://english.wafa.ps/Pages/Details/120923,"
BETHLEHEM, Wednesday, November 11, 2020 (WAFA) – Israeli forces quelled a rally marking the sixteenth anniversary of late President Yasser Arafat in Tuqu‘ town, east of Bethlehem, causing a number of suffocation cases, according to a local municipal source.
Tuqu‘ Mayor Tayseer Aby Mifreh said that the students of the local boys school organized a rally to commemorate the 16th anniversary of the death of Arafat, who died in Paris on November 11, 2004 and was flown back to Ramallah for burial.
Israeli troops cracked down on the rally, which set off from the school, in an attempt to disperse it, causing a number of students to suffer from tear gas suffocation. 
All students and teachers were evacuated from the school campus, which was surrounded by Israeli soldiers.
Gatherings commemorating the sixteenth anniversary of Arafat’s death are scheduled to take place today across various parts of the occupied territories, with a major rally to be held at Arafat Mausoleum in the afternoon, though attendance may be limited due to Covid-19 outbreak.
Fatah spokesman Munir Jaghoub said that due to the coronavirus pandemic, this year’s rally is going to abide by the regulations of the Ministry of Health. 
K.F. 
"
"Israeli occupation forces detain 13 Palestinians from the West Bank""",10/November/2020 12:37 PM,https://english.wafa.ps/Pages/Details/120909,"
JENIN, Tuesday, November 10, 2020 (WAFA) – Israeli occupation forces today detained 13 Palestinians from various parts of the West Bank, according to the Palestinian Prisoner Society (PPS).
It said in a press statement that Israeli forces detained two Palestinians in two separate raids in Silat ad-Dahr and Ya‘bad towns, northwest and west respectively of the northern West Bank city of Jenin.
PPS said that two others were detained from the vicinity of Jalameh military checkpoint, northeast of the city.
Another Palestinian was detained from Nablus city.
In Ramallah district, three Palestinians were detained during a military raid in Beitunia town, west of Ramallah city.
In Hebron district in the south of the West Bank, undercover Israeli forces, known as Musta'ribeen, sneaked into Halhoul town, north of Hebron, where they abducted a former prisoner who served as an officer in the Palestinian Civil Defense.
Another military raid in Dura town, south of the city, resulted in the detention of another Palestinian. 
Two brothers also were detained from the Jerusalem district.
K.F./M.K.
"
"Israeli occupation forces detain 13 Palestinians from the West Bank""",10/November/2020 12:37 PM,https://english.wafa.ps/Pages/Details/120909,"
JENIN, Tuesday, November 10, 2020 (WAFA) – Israeli occupation forces today detained 13 Palestinians from various parts of the West Bank, according to the Palestinian Prisoner Society (PPS).
It said in a press statement that Israeli forces detained two Palestinians in two separate raids in Silat ad-Dahr and Ya‘bad towns, northwest and west respectively of the northern West Bank city of Jenin.
PPS said that two others were detained from the vicinity of Jalameh military checkpoint, northeast of the city.
Another Palestinian was detained from Nablus city.
In Ramallah district, three Palestinians were detained during a military raid in Beitunia town, west of Ramallah city.
In Hebron district in the south of the West Bank, undercover Israeli forces, known as Musta'ribeen, sneaked into Halhoul town, north of Hebron, where they abducted a former prisoner who served as an officer in the Palestinian Civil Defense.
Another military raid in Dura town, south of the city, resulted in the detention of another Palestinian. 
Two brothers also were detained from the Jerusalem district.
K.F./M.K.
"
"Israel demolishes carwash workshop in Jerusalem-district town""",10/November/2020 11:06 AM,https://english.wafa.ps/Pages/Details/120905,"
JERUSALEM, Tuesday, November 10, 2020 (WAFA) – Israeli occupation forces today demolished a Palestinian-owned carwash workshop in Anata town, northeast of Jerusalem, according to local sources.
They said that Israeli forces raided the town from the southern entrance, where they tore-down the carwash claiming it is located in the vicinity of the illegal Israeli colonial settlement of Pisgat Ze’ev and unlicensed.
Israel demolishes Palestinian houses and structures almost on a daily basis as a means to achieve “demographic control” of the occupied territories. 
Israel denies planning permits for Palestinians to build on their own land or to extend existing houses to accommodate natural growth, particularly in Jerusalem and Area C, which constitutes 60 percent of the occupied West Bank and falls under full Israeli military rule, forcing residents to build without obtaining rarely-granted permits to provide shelters for their families.
Rights groups have long pointed out that Israel’s discriminatory policies in East Jerusalem – which include routine home demolitions, discriminatory allocation of building permits, and the eviction of Palestinians from their homes for the benefit of Israeli settlers – are aimed at driving out Palestinians from the city.
K.F./M.K. 
"
"Israeli military infiltrates central Gaza border, raze farmland""",10/November/2020 10:51 AM,https://english.wafa.ps/Pages/Details/120904,"
GAZA, Tuesday, November 10, 2020 (WAFA) – Israeli military today infiltrated Gaza’s border to the east of Deir al-Balah city in the central Gaza Strip and razed farmlands, according to WAFA correspondent.
He said that Israeli military vehicles and bulldozers advanced dozens of meters to the east of the city, razed borderline farmlands, and erected earth mounds while firing smoke shells.
Fourteen years following the Israeli “disengagement” from Gaza, Israel still maintains control over its land borders, access to the sea and airspace.
Two million Palestinians live in the Gaza Strip, which has been subjected to a punishing and crippling Israeli blockade for 12 years and repeated onslaughts that have heavily damaged much of the enclave’s infrastructure.
K.F./M.K.
"
"Woman journalist, brothers among 12 Palestinians Israel detains in the occupied territories""",09/November/2020 12:22 PM,https://english.wafa.ps/Pages/Details/120895,"
RAMALLAH, Monday, November 9, 2020 (WAFA) - Israeli occupation forces today detained 12 Palestinians, including a woman journalist, from various parts of the occupied territories, according to the Palestinian Prisoner Society (PPS).
The occupation forces last night detained the journalist Bushra Tawil at a flying military checkpoint near the illegal settlement of Yitzhar in the north of the West Bank.
Tawil, a former prisoner who was released only three months ago from Israeli jails, was in a car with relatives and children when the car she was in was stopped at the military checkpoint and held for several hours before Tawil was detained and the people she was with were allowed to leave.
In Hebron in the south of the West Bank, the Israeli occupation army detained four Palestinians, including two brothers, 28 and 29 years old, from al-Zughayar family.
In Bethlehem, the Israeli military detained one Palestinian at Aida refugee camp.
The Israeli forces also detained a 38-year-old Palestinian man in Tulkarm city in the north of the West Bank, two others from Tubas, one from Qalandia refugee camp, north of Jerusalem, and two youths from Isawiyeh neighborhood of occupied East Jerusalem.
M.K.
"
"WAFA documents 17 Israeli violations against journalists in October """,08/November/2020 10:02 AM,https://english.wafa.ps/Pages/Details/120882,"
RAMALLAH, Sunday, November 8, 2020 (WAFA) – The Palestine News and Information Agency (WAFA) said in a report today it has documented 17 violations committed by the Israeli occupation forces against journalists and media institutions working in the occupied Palestinian territories during last October.
It said in its report on Israeli violations against journalists that these violations included use of live fire, rubber-coated bullets and teargas canisters against journalists, in addition to physical beating and arrest.
WAFA said six  journalists were either injured by live fire or rubber-coated rounds, suffocated by teargas or beaten by Israeli forces during the month, while nine journalists were either arrested or targeted by Israeli gunfire but were not injured. Other journalists, meanwhile, had their press card revoked by Israeli soldiers.
To be noted, attacks by Israeli occupation forces and settler gangs on journalists working across the occupied Palestinian territories are commonplace and are rarely prosecuted.
M.N
"
"Occupation forces shoot, detain a young man near Hebron""",08/November/2020 08:53 AM,https://english.wafa.ps/Pages/Details/120881,"
RAMALLAH, Sunday, November 8, 2020 (WAFA) – Israeli occupation forces shot and injured a Palestinian man today and detained him near al-Fawwar refugee camp, north of Hebron in the occupied West Bank, according to Palestinian security sources.
Soldiers opened fire at the man for allegedly attempting to stab some of them after he approached a military watchtower outside the refugee camp. He was then detained and taken to an unknown destination, with his medical condition unknown until the moment.
M.N
 
 
"
"For 20th week, thousands of Israelis demand Netanyahu to step down """,07/November/2020 09:57 PM,https://english.wafa.ps/Pages/Details/120878,"
TEL AVIV, Sunday, November 1, 2020 (WAFA) – Thousands of Israelis are demonstrating on Saturday night in squares, junctions and on bridges around the country for the 20th week in a row, calling on him to step down over long-running criminal corruption charges and mishandling of the coronavirus crisis.
Israeli media outlets said more than 2,000 protesters gathered in the central protest site, located in Jerusalem's Paris Square, just outside Netanyahu’s official residence on Balfour Street. Smaller demonstrations also took place elsewhere across the country.
The protests were resumed last week after a month-long lockdown which had allowed gatherings only within one kilometer from people's homes. But last week, restrictions were lifted and the mass protests resumed, mainly in occupied Jerusalem.
For almost five months, thousands of Israelis have been demanding Netanyahu to step down, saying he is unfit to lead Israel while he is on trial for corruption charges. The Israeli premier has been charged with fraud, breach of trust and accepting bribes for his role in a series of scandals.
M.N
"
"Occupation forces injure Palestinian man near Jenin""",07/November/2020 09:59 AM,https://english.wafa.ps/Pages/Details/120873,"
JENIN, Saturday, November 7, 2020 (WAFA) – Israeli occupation forces shot and injured a Palestinian man today near the village of Nazlet Zeid, to the west of Jenin city in the north of the occupied West Bank, according to local sources.
Soldiers opened fire at the man, who was identified as Ammar Zaid, and injured him in his shoulder, after he neared the Israeli Segregation Barrier which passes near the village. He was moved to a nearby hospital for medical treatment.
Israeli occupation forces have a long record of opening fire at Palestinian civilians for the mere suspicion of threatening the lives of soldiers, even when no evidence is available.
M.N
"
"Occupation forces injure three Palestinians during weekly Kafr Qaddum protest""",06/November/2020 05:26 PM,https://english.wafa.ps/Pages/Details/120869,"
QALQILIA, Friday, November 6, 2020 (WAFA) – At least three Palestinians were injured by Israeli occupation forces today during the weekly protest against Israeli settlements, which takes place every Friday in the village of Kafr Qaddum in the northern West Bank, local sources said.
Morad Shtewi, an official in charge of the popular resistance file in the village, told WAFA that Israeli soldiers fired rubber-coated rounds and teargas at the protesters, injuring three of them by rubber-coated rounds. Others also sustained suffocation from gas inhalation.
The injured were treated at the scene by local medics.
For more than 15 years years, villagers from Kafr Qaddum and neighboring villages have been protesting every Friday against illegal Israeli settlements, as well as to call on Israeli authorities to reopen the village’s main road, which has been sealed off by the occupation authorities since 2002.
M.N
"
"Israeli forces crackdown on anti-settlement rally east of Nablus""",06/November/2020 02:28 PM,https://english.wafa.ps/Pages/Details/120865,"
NABLUS, Friday, October 30, 2020 (WAFA) – Israeli forces today cracked down on an anti-settlement-construction rally in Beit Dajan village, east of Nablus city, injuring a number of participants, according to local sources.
They confirmed that a large Israeli military force, escorting a bulldozer, raided the village to disperse the participants of the rally called for to defend Palestinian-owned land threatened with confiscation, east of the village, to make room for Israeli colonial settlement construction. 
Soldiers fired tear gas canisters and stun grenades towards the participants, causing a number to suffocate, and beat others, including Khairi Hannoun.
Hannoun, 61, made headlines in August after Israeli soldiers beat him and threw him to the ground as he participated in an anti-settlement and land grab protest in Shufa village, south of Tulkarm, while a soldier pressed his knee on his neck while on the ground, a scene reminiscent of the event that led to the death of African-American George Floyd after a police officer pressed his knee into Floyd’s neck while detaining him on May 25 in Minneapolis.
Meanwhile, Israeli soldiers restricted Palestinian movement through Beit Furik checkpoint, preventing more people from reaching Beit Dajan and taking part in the rally. 
Earlier this month, Israeli forces quelled a tree-planting event that the villagers organized to prevent Israel from seizing their land for the construction of illegal settlements.
Such events came in the wake of the construction of a new settlement outpost on the territories of the village. Settlers installed an animal barn, extended water pipelines to supply the new outpost with water, and built a several-kilometers road, causing damage and seizing hundreds of donums of the villagers’ land. 
Located 12 kilometers to the east of Nablus city, Beit Dajan has a population of some 4,700 and occupies a total area of 44,100 dunams, including 360 donums of built-up area for the villagers. A large part of the village lands were seized for the construction of Al-Hamra and Mekhora (Mehola) colonial settlements, east and southeast of the village, in 1971 and 1973.
The village depends on grains plantation and fruitful trees, such as olive, figs and almonds.
K.F. 
"
"Settlers storm archaeological site north of Nablus """,06/November/2020 12:01 PM,https://english.wafa.ps/Pages/Details/120864,"
NABLUS, Friday, November 6, 2020 (WAFA) – For the second consecutive day, hundreds of Israeli settlers today stormed the archaeological site of Sebastia, north of Nablus city, according to a municipal source.
Sebastia mayor Mohammad Azzem told WAFA that hundreds of settlers forced their way into the site under the protection of the Israeli military, which declared the site off-limit for Palestinians.
He added that the site has become a scene for daily settler targeting and encroachments, particularly following the opening of a Palestinian tourist project, known as Bydar Project, and hoisting a large Palestinian flag.
Azzem said also that Israel has been trying to force the municipality to remove a large Palestinian flagpole, installed as part of a UNESCO-supervised rehabilitation project conducted in Sebastia’s public plaza in the area classified as Area B, under the pretext the flag provokes the settlers, whose presences in the village and at the site is also a provocation to the Palestinian residents.
Located 11 kilometers to the northwest of Nablus, Sebastia is a small historical town located on a hill with panoramic views across the West Bank and has a population of some 3,000 Palestinians.
A prominent settlement during the Iron Age as well as the Hellenistic and Roman eras, the town embraces a Roman amphitheater, temples, a Byzantine and a crusader churches, dedicated to Saint John the Forerunner, who baptized Jesus Christ in the Jordan River, besides to a mosque built in honor of the saint. Christians and Muslims believe the town to be the burial place of the saint.
Israel has been attempting to take over the town, which has become a site of heated cultural conflict, preventing the Palestinian Authority from conducting restoration works at the site, prohibiting providing tourist services to visitors from around the world, and stealing antiquities from it.
Palestinians complain that Israeli settlers have repeatedly attacked the town and fenced parts of its antiquities, where they hold religious rituals.
Owners of restaurants and hotels complain about the Israeli acts in the town which have caused them severe damages and losses.
Israel uses the Jewish nationalist name “Judea and Samaria” to refer to the occupied West Bank to reinforce its bogus claims to the territory and to give them a veneer of historical and religious legitimacy.
There are over 700,000 Israeli settlers living in colonial settlements in the West Bank and East Jerusalem.
K.F. 
"
"Israeli forces detain two Palestinians, ransack houses in Jenin""",06/November/2020 11:35 AM,https://english.wafa.ps/Pages/Details/120863,"
JENIN, Friday, November 6, 2020 (WAFA) – Israeli forces Friday morning detained two Palestinians and ransacked a number of houses in Jenin district, according to local sources.
Fatah official Hussein Jaradat confirmed an Israeli military raid in Zububa village, surrounded by Israel’s wall on three sides, northwest of Jenin city, where soldiers broke into a number of houses, close to the wall, interrogated occupants and collected information on them. 
The soldiers did so purportedly in search of a number of youths suspected of cutting a part of Israel’s fence close to the houses.
Meanwhile, Israeli forces rounded up two Palestinians after ransacking their families houses in a raid that triggered confrontations in Jenin refugee camp. 
Located 10 kilometers to the northwest of Jenin city, Zububa has a population of 2,450 (2020 census) and its area spanned over 15,400 dunams before the Nakba, a term used to describe the tragedy Israel’s establishment has inflicted upon the Palestinian people in 1948. 
Since the Nakba, the village has experienced gradual land grab. According to the United Nations, the village lost some 18,000 dunums across the Green Line, some 2,000 dunums in 1959 and 26 dunums in 1999 to construct the Salem DCL and military base. That same year, thirty-three dunums was also confiscated to build a trench, one and a half meters wide and two meters deep along the Green Line.
Israel has constructed a section of the apartheid wall, isolating some 250 dunums of the village’s land, some 50 to 80 meters on the Zububa side of the Green Line, and pushing the villagers into a crowded enclave, a ghetto, covering no more than 1,500 dunums, surrounded by walls, settlements and military installations. 
The area of the land seized and/or separated by the wall exceeds 1,700 dunums as estimated by the Applied Research Institute of Jerusalem (ARIJ). During the course of the wall construction, some 1,500 olive and almond trees were uprooted.
K.F. 
"
"Euro-Med Monitor welcomes EU statement on Israeli demolitions of Palestinian structures""",05/November/2020 09:01 PM,https://english.wafa.ps/Pages/Details/120861,"
GENEVA, Thursday, October 05, 2020 (WAFA) – The Geneva-based Euro-Mediterranean Human Rights Monitor (Euro-Med) today welcomed the European Union's call on Israel to halt the demolition of Palestinian structures.
""We warmly commend the EU’s call on Israel to halt its demolitions of Palestinian structures in the occupied territories – including of EU-funded structures – as the rate of such demolitions has alarmingly been hitting a record high this year,"" Euro-Med said in a statement. ""What’s needed from the EU next is to take concrete action and exert adequate pressure on Israel to stop such grave violations.""
Earlier today, the spokesperson of the European External Action Service issued a statement that denounces Israel’s demolition of more than 70 Palestinian structures in Khirbet Hamsa al-Foqa, in the northern Jordan Valley. The statement warned that there are currently 52 Palestinian schools under threat of demolition and called for “the protection of children, including ensuring their right to education in a safe and secure school environment.” The EU reiterated that in light of the humanitarian impact of the current coronavirus pandemic, Israel should halt those demolitions.
“The EU’s statement is a positive acknowledgement of the seriousness and severity of the growing demolitions of Palestinian structures amid the Coronavirus pandemic,” said Ramy Abdu, Euro-Med Monitor Chairman, “what’s needed now is translating this strong position into meaningful policies and actions that put an end to Israel’s unconstrained violations of international law.”
For the last two months, Euro-Med Monitor’s team has been intensively campaigning for a strong EU position on the escalated and accelerated Israeli demolitions of Palestinian structures in Area C of the occupied West Bank, which is under Israeli military rule, including structures funded by the EU and its member states.
In October, Euro-Med Monitor delivered a policy memo directly to several EU lawmakers that detailed the significance of Israel’s assault on Palestinian presence in Area C and East Jerusalem. The memo noted that despite the coronavirus pandemic and the accompanying economic crisis, Israel has been significantly stepping up its demolitions of Palestinian structures, including EU-funded projects, where the period from March to August 2020 saw the highest average destruction rate in four years. “Israel doesn’t only seek to undermine and disincentivize EU-funded structures, it aims to eliminate them altogether,” the memo emphasized.
Disputing Israel’s pretext for demolishing Palestinian structures as “lacking permit,” Euro-Med Monitor detailed its documentation of how Israel does not permit construction and development for Palestinians in Area C, not even a linking up to the water and electricity grids. “Israel has deliberately made such permits nearly impossible for Palestinians or internationals to obtain, with only as few as 2.3% of applications for building permits in Area C approved by Israeli authorities between 2009 and 2012.”
The Memo further noted that Euro-Med Monitor’s team has documented some instances in which Israel demolished and confiscated EU-funded power grids and equipment that were installed in coordination with Israel’s civil administration in the first place.
Euro-Med Monitor recommended in its policy memo that the EU should articulate a clear and consistent position on demolitions and destruction of EU-funded projects; demand compensation from Israel for EU-funded projects that get destroyed; and continue to invest in Palestinian development, but substantively penalize the Israeli government when European-funded projects are targeted.
“We are glad to see the EU taking such a clear position against those demolitions, however, only concrete actions rather than rhetorical denunciations can bring those violations to an end,” Abdu concluded. “As Israel’s largest trading partner, the EU is both morally responsible and politically capable of putting an end to the Israeli assault on Palestinian rights.”
M.K.
"
"West Bank archeological site closed for Palestinians, opened for Israeli settlers only""",05/November/2020 12:45 PM,https://english.wafa.ps/Pages/Details/120850,"
NABLUS, Thursday, November 05, 2020 (WAFA) – The Sebastia archeological site in the north of the West Bank was today declared by the Israeli army off-limit to Palestinians while made accessible to Israeli settlers only, according to Sebastia mayor Mohammad Azem.
He told WAFA that a large unit of Israeli occupation forces stormed the village of Sebastia and prevented access for Palestinian residents to the archeological site.
He added that dozens of Israeli settlers, under Israeli army protection, were allowed access to the Palestinian archeological site, a situation that recurs often.
Azem said also that Israel has been trying to force the municipality to remove a large Palestinian flag hoisted in the village, which is classified as Area B according to the Oslo accords, that is under Israeli military control and Palestinian civilian administration, under the pretext the flag provokes the settlers, whose presences in the village and at the site is also a provocation to the Palestinian residents.
M.K.
 
"
"Israeli settlers chase Palestinian herders out of grazing land""",05/November/2020 12:27 PM,https://english.wafa.ps/Pages/Details/120849,"
JORDAN VALLEY, Thursday, November 05, 2020 (WAFA) - Israeli settlers today chased out Palestinian shepherds while they were grazing their livestock in the open pastures of Ein al-Hilweh area in the northern Jordan Valley, according to Aref Daraghmeh, a human rights activist.
He told WAFA that a group of settlers forced shepherds out of the pastures and fiercely attacked their livestock.
Palestinians in the Jordan Valley, particularly herders, are often subjected to attacks by Israeli settlers residing in illegal settlements.
M.K.
"
"Palestinian youth to support farmers during olive harvest season """,05/November/2020 11:43 AM,https://english.wafa.ps/Pages/Details/120847,"
RAMALLAH, Thursday, November 05, 2020 (WAFA) - Through its Civil and Democratic Participation of Palestinian Youth Programme, ActionAid Palestine (AAP) supported Palestinian youth initiatives seeking to help Palestinian farmers and show solidarity with them during olive harvest in the Bethlehem-district village of Walajeh and the Tulkarem-district village of Shweikah.
The programme, implemented in partnership with the Alternative Information Center (AIC) and  Al-Awda Center for Childhood and Youth, also aims to promote the role of youth in strengthening the resilience of farmers in their lands.
These advocacy activities implemented by the youth aim to highlight the effect of Israeli colonial settlements and barrier on the lives of Palestinian and their livelihoods. They also shed the light on the humanitarian consequences on farmers due to restricted access to land, confiscation of water sources, restricted access to markets, livelihoods and effect of settlers' violence on security and physical safety of farmers.
The 24 attacks documented by OCHA, which took place between October 7th and 19th, resulted in the injury of 23 Palestinian farmers, the damage and burning of over 1,000 olive trees, and the theft of large amounts of produce.
Olive products are an essential component of Palestinian culture and economy. According to Palestinian official figures, there are more than 12 million olive trees planted across the West Bank, making the olive harvest “one of the biggest sources of economic sustainability for thousands of Palestinian families.”
The olive oil industry reportedly supports the livelihoods of more than 100,000 Palestinian families and accounts for a quarter of the gross agricultural income of the occupied territories.
Raneem , a Palestinian young woman who volunteered in olive picking in Walajeh, said: “this participation is important since it strengthens our affiliation with land. Land and olives symbolize our case, which the Israeli occupation tries to damage using different means.”
Reflecting on his participation in helping farmers pick their olives, Muhannad, a Palestinian youth, said: “We aim to strengthen the resilience of the Palestinian farmers and send a message stating that we are here to stay, and this is our land.”
Shareef Shaheen is a youth community activist from the south of West Bank. He also participated in the olive picking in Walajeh. Reflecting on his participation, he said: “we participate in olive harvest to support the residents of Walajeh and we are here to stay like the existence of olives.”
K.F.
"
"Humanitarian Coordinator: West Bank witnesses largest demolition in years""",04/November/2020 09:48 PM,https://english.wafa.ps/Pages/Details/120843,"
JERUSALEM, Wednesday, November 04, 2020 (WAFA) - Yesterday, 73 people, including 41 children, were displaced when Israeli authorities demolished their homes and other structures and destroyed belongings in the Palestinian community of Khirbet Hamsa al-Fawqa, today said Yvonne Helle, the Humanitarian Coordinator ad interim for the occupied Palestinian territory.
Three quarters of the community’s population lost their shelters, making this the largest forced displacement incident in over four years, she said in a statement.
Humanitarian agencies visited the community and recorded 76 demolished structures, more than in any other single demolition in the past decade. The destroyed properties – including homes, animal shelters, latrines and solar panels – were essential to, livelihoods, wellbeing and dignity of community members, whose rights have been violated, said Helle. Their vulnerability is further compounded by the onset of winter and the ongoing COVID-19 pandemic. Some of the demolished structures had been donated as humanitarian assistance.
So far in 2020, 689 structures have been demolished across the West Bank, including East Jerusalem, more than in any full year since 2016; rendering 869 Palestinians homeless. The lack of Israeli-issued building permits is typically cited as a reason, even though, due to the restrictive and discriminatory planning regime, Palestinians can almost never obtain such permits. Demolitions are a key means of creating an environment designed to coerce Palestinians to leave their homes, said the Humanitarian Coordinator ad interim.
Located in the Jordan Valley, Hamsa al-Fawqa is one of 38 Bedouin and herding communities partially or fully located within Israeli-declared ‘firing zones.’ These are some of the most vulnerable communities in the West Bank, with limited access to education and health services, and to water, sanitation and electricity infrastructure.
""I remind all parties that the extensive destruction of property and the forcible transfer of protected people in an occupied territory are grave breaches of the Fourth Geneva Convention. While assuring that the humanitarian community stands ready to support all those who have been displaced or otherwise affected, I strongly reiterate our call to Israel to immediately halt unlawful demolitions,"" said the Humanitarian Coordinator ad interim.
M.K.
"
"In Khirbet Hamsa al-Fawqa, Israel overturned a tranquil life in few moments""",04/November/2020 06:55 PM,https://english.wafa.ps/Pages/Details/120842,"
by Al-Hareh Al-Husni
JORDAN VALLEY, Wednesday, November 4, 2020 (WAFA) – Life of people in Khirbet Hamsa al-Fawqa in the northern Jordan Valley was going on normally and as usual, at least until yesterday at noon when things changed when as bulldozers of the Israeli occupation authorities leveled to the ground dozens of structures owned by the Palestinian families.
In the beginning, the extent of the demolitions was not clear even though initial reports talked about ""unprecedented"" demolitions taking place in the area.
It became clear later, according to the documentation of the Wall and Settlement Resistance Commission, that the occupation authorities have demolished nearly 70 structures, including residential housing units, barracks, sheep sheds, and solar panels for 11 Palestinian families composed of 60 people.
In addition, the occupation forces seized tractors, water tanks, and vehicles for residents of Khirbet Ibziq in the northern Jordan Valley.
Human rights activist Aref Daraghmeh described what happened in Khirbet Hamsa as “a new nakba (catastrophe)” for its people who live off raising livestock and benefit from the open plains to provide free food for their livestock.
""They destroyed everything for us,” said Nizam Abu Kabbash, one of the residents, as he was going through the rubble. “Now life has no meaning.”
Anas Awawdeh, another person affected by the demolitions, says: ""I have never seen anything like this in the 10 years that I lived in the place.""
""Level them to the ground."" This is what Awawdeh heard an Israeli army officer telling the driver of the bulldozer.
The head of the Wall and Settlement Resistance Commission, Walid Assaf, told WAFA that what happened was a policy of scorched land, and that the occupation was pursuing a policy of total demolition of Palestinian communities in order to empty the land.""
It was possible to see all the tents and structures leveled to the ground, with the exception of tents that were provided last night by human rights organizations and the Red Cross for the afflicted families.
But Abu Kabbash said that the tents did not accommodate everyone and that some of them spent their nights in their private vehicle.
This was echoed by Awawdeh, who told WAFA reporter that he had to send his children and his wife to relatives in a faraway place, noting that there were no indications of the demolition and that it all happened suddenly at noon.
""They picked a time before the rain came,"" he said. ""We live here a difficult life and this night was one of our worst nights.""
The sky was covered with clouds and there was rainfall as the residents were working on retrieving their stuff.
The Israeli human rights center B’Tselem says that for decades, the occupation authorities have implemented a policy aimed at displacing these communities by creating a living reality that is difficult to bear, and pushing people to leave their homes ""as if it was of their own free will.""
According to B'Tselem, there are approximately 2,700 people living in about 20 communities in the Jordan Valley, on lands, or on the outskirts of lands that the army declared firing zones. The occupation authorities seek, by various means, to prevent people from continuing to reside in the area, and among those means is the demolition of their homes repeatedly.
M.K.
"
"In overnight and early morning raids, Israeli occupation forces detain 25 Palestinians, most from East Jerusalem""",04/November/2020 01:41 PM,https://english.wafa.ps/Pages/Details/120834,"
JERUSALEM, Wednesday, November 04, 2020 (WAFA) – Israeli occupation forces today detained 25 Palestinians from various parts of the occupied territories, but mainly from East Jerusalem, according to the Palestinian Prisoner Society (PPS).
It said in a press release that Israeli forces conducted a raid in the East Jerusalem neighborhood of al-Tur resulting in the detention of 12 Palestinians.
Israeli forces also raided Anata town, northeast of Jerusalem, resulting in the detention of three others.
In the south of the West Bank, the Israeli military stormed the city of Hebron and detained two Palestinians after ransacking their family homes.
PPS said the army conducted a similar raid into Yatta town, south of Hebron, where soldiers detained two Palestinians.
In Bethlehem district, soldiers detained a Palestinian after storming and searching his family home.
In the northern West Bank, PPS said a raid into Qabatia town, south of Jenin city, resulted in the detention of three men.
In Qalqilya district, PPS said that Israeli troops raided Habla town, south of the city, resulting in the detention of two brothers.
K.F./M.K. 
"
"Israeli military to conduct drills in northern Jordan Valley""",04/November/2020 01:05 PM,https://english.wafa.ps/Pages/Details/120833,"
TUBAS, Wednesday, November 04, 2020 (WAFA) – The Israeli military today notified several Palestinian communities in the northern Jordan Valley to evacuate their houses in preparation for military drills, according to a local official.
Mutaz Bisharat, a Tubas governorate official, said that Israeli forces stormed al-Farisiya, al-Burj and al-Mayta villages, and ordered at least 14 families to evacuate their homes on next Tuesday and Wednesday, citing the need to carry out military drills as a pretext.
Soldiers also ordered a villager to evacuate his home and remove his tents in al-Farisiya, purportedly to make room for tanks during the drills.
The Jordan Valley, which is a fertile strip of land running west along the Jordan River, is home to about 65,000 Palestinians and makes up approximately 30% of the West Bank.
Since 1967, when the Israeli army occupied the West Bank, Israel has transferred at least 11,000 of its Jewish citizens to the Jordan Valley. Some of the settlements in which they live were built almost entirely on private Palestinian land.
The Israel military has also designated about 46 percent of the Jordan Valley as a closed military zone since the beginning of the occupation in June 1967, and has been utilizing the pretext of military drills to forcefully displace Palestinian families living there as part of a policy of ethnic cleansing and stifling Palestinian development in the area.
Approximately 6,200 Palestinians live in 38 communities in places earmarked for military use and have had to obtain permission from the Israeli authorities to enter and live in their communities.
In violation of international law, the Israeli military not only temporarily displaces the communities on a regular basis, but also confiscates their farmlands, demolishes their homes and infrastructure from time to time.
Besides undergoing temporary displacement, the Palestinian families living there face a myriad restrictions on access to resources and services. Meanwhile, Israel exploits the resources of the area and generates profit by allocating generous tracts of land and water resources for the benefit of settlers.
Israeli politicians have made it clear on several occasions that the highly strategic Jordan Valley would remain under their control in any eventuality.
K.F.
"
